First Ingredient,Second Ingredient,Normalized Common Recipe Weight,Normalized Common Compound weight
eggplant,cabbage,0.0,-1.0
eggplant,pastry,0.0,-1.0
eggplant,ananas,0.0,-1.0
eggplant,fennel,0.0,-1.0
eggplant,stockente,0.0,-1.0
eggplant,smoked_paprika,0.0,-1.0
eggplant,goat_cheese,0.0,-1.0
eggplant,pistachio,0.0,-1.0
eggplant,broad_bean,0.0,-1.0
eggplant,ceci,0.0,-1.0
eggplant,cannelle,0.0,-1.0
eggplant,lasagna,0.0,-1.0
eggplant,cauliflower,0.0,-1.0
eggplant,mung_bean,0.0,-1.0
eggplant,cheddar,0.0,-1.0
eggplant,quince,0.0,-1.0
eggplant,currant,0.0,-1.0
eggplant,eel,0.0,-1.0
eggplant,whole_macaroni,0.0,-1.0
eggplant,salade,0.0,-1.0
eggplant,soft_bread,0.0,-1.0
eggplant,vinaigrette,0.0,-1.0
eggplant,rucola,0.0,-1.0
eggplant,cherry_tomato,0.0,-1.0
eggplant,pate_brisee,0.0,-1.0
eggplant,corn,0.0,-1.0
eggplant,rapsol,0.0,-1.0
eggplant,avocado,0.0,-1.0
eggplant,kidney_bean,0.0,-1.0
eggplant,tortilla,0.0,-1.0
eggplant,sucre_glace,0.0,-1.0
eggplant,canela,0.0,-1.0
eggplant,tbsp,0.0,-1.0
eggplant,tsp,0.0,-1.0
eggplant,chick_pea_flour,0.0,-1.0
eggplant,latte,0.0,-1.0
eggplant,aubergine,0.0,-1.0
eggplant,pickle,0.0,-1.0
eggplant,riso,0.0,-1.0
eggplant,smoker_salmon,0.0,-1.0
eggplant,erbse_gespalten,0.0,-1.0
eggplant,sandwichbrot,0.0,-1.0
eggplant,cucumber,0.0,-1.0
eggplant,speck,0.0,-1.0
eggplant,strawberry,0.0,-1.0
eggplant,cashew,0.0,-1.0
eggplant,chili,0.0,-1.0
eggplant,pancetta,0.0,-1.0
eggplant,marjoram,0.0,-1.0
eggplant,red_meat,0.0,-1.0
eggplant,gressin,0.0,-1.0
eggplant,Ma_He,0.0,-1.0
eggplant,spargel,0.0,-1.0
eggplant,fines_herbs_vinaigrette,0.0,-1.0
eggplant,yeast,0.0,-1.0
eggplant,huile_d_olive,0.0,-1.0
eggplant,galletto,0.0,-1.0
eggplant,makkaroni,0.0,-1.0
eggplant,yellow_bell_pepper,0.0,-1.0
eggplant,prawn,0.0,-1.0
eggplant,courgette,0.0,-1.0
eggplant,spaghetti,0.0,-1.0
eggplant,caviar,0.0,-1.0
eggplant,chitterlings,0.0,-1.0
eggplant,pasta_pizza,0.0,-1.0
eggplant,leek,0.0,-1.0
eggplant,melisse,0.0,-1.0
eggplant,split_pea,0.0,-1.0
eggplant,jerusalem_artichoke,0.0,-1.0
eggplant,cetriolo,0.0,-1.0
eggplant,rusk,0.0,-1.0
eggplant,Ya_Ma_Zi,0.0,-1.0
eggplant,white_chocolate,0.0,-1.0
eggplant,viande_blanche,0.0,-1.0
eggplant,koriander,0.0,-1.0
eggplant,buttermilk,0.0,-1.0
eggplant,beet,0.0,-1.0
eggplant,red_potato,0.0,-1.0
eggplant,pine_nut,0.0,-1.0
eggplant,toast,0.0,-1.0
eggplant,nouilles,0.0,-1.0
eggplant,smoked_trout,0.0,-1.0
eggplant,bell_pepper,0.0,-1.0
eggplant,vinagre_balsamico,0.0,-1.0
eggplant,raisin_sec,0.0,-1.0
eggplant,pumpkin_seeds,0.0,-1.0
eggplant,sauerkirsche,0.0,-1.0
eggplant,courge,0.0,-1.0
eggplant,lapereau,0.0,-1.0
eggplant,salmon,0.0,-1.0
eggplant,4,0.0,-1.0
eggplant,cup,0.0,-1.0
eggplant,rye_bread,0.0,-1.0
eggplant,sweet_vera_paprika,0.0,-1.0
eggplant,cannelloni,0.0,-1.0
eggplant,An_Chun,0.0,-1.0
eggplant,lasagne,0.0,-1.0
eggplant,penne_rigate,0.0,-1.0
eggplant,fennel_seeds,0.0,-1.0
eggplant,ice,0.0,-1.0
eggplant,Qing_Wa,0.0,-1.0
eggplant,sojasauce,0.0,-1.0
eggplant,red_fish,0.0,-1.0
eggplant,coconut,0.0,-1.0
eggplant,filet,0.0,-1.0
eggplant,saffron,0.0,-1.0
eggplant,navy_bean,0.0,-1.0
eggplant,octopus,0.0,-1.0
eggplant,tangerine,0.0,-1.0
eggplant,cranberry,0.0,-1.0
eggplant,yogurt,0.0,-1.0
eggplant,rum,0.0,-1.0
salt,olive_oil,0.3111111111111111,-1.0
salt,onion,0.15555555555555556,-1.0
salt,garlic,0.28888888888888886,-1.0
salt,green_bell_pepper,0.022222222222222223,-1.0
salt,carrot,0.06666666666666667,-1.0
salt,tomato,0.1111111111111111,-1.0
salt,celery_salt,0.022222222222222223,-1.0
salt,caper,0.1111111111111111,-1.0
salt,black_olive,0.1111111111111111,-1.0
salt,thyme,0.044444444444444446,-1.0
salt,basil,0.1111111111111111,-1.0
salt,oregano,0.06666666666666667,-1.0
salt,red_wine_vinegar,0.022222222222222223,-1.0
salt,sugar,0.022222222222222223,-1.0
salt,pepper,0.13333333333333333,-1.0
salt,water,0.06666666666666667,-1.0
salt,butter,0.044444444444444446,-1.0
salt,zucchini,0.0,-1.0
salt,pumpkin,0.0,-1.0
salt,green_pepper,0.0,-1.0
salt,parsley,0.17777777777777778,-1.0
salt,mint,0.0,-1.0
salt,egg,0.1111111111111111,-1.0
salt,ricotta,0.06666666666666667,-1.0
salt,anchova,0.022222222222222223,-1.0
salt,red_onion,0.06666666666666667,-1.0
salt,anise,0.044444444444444446,-1.0
salt,cinnamon,0.06666666666666667,-1.0
salt,green_leaves,0.022222222222222223,-1.0
salt,white_pepper,0.022222222222222223,-1.0
salt,lemon,0.13333333333333333,-1.0
salt,orange,0.022222222222222223,-1.0
salt,fresh_cheese,0.022222222222222223,-1.0
salt,corn_flour,0.022222222222222223,-1.0
salt,vegetable_broth,0.044444444444444446,-1.0
salt,curry,0.044444444444444446,-1.0
salt,turmeric,0.0,-1.0
salt,paprika,0.0,-1.0
salt,cumin,0.044444444444444446,-1.0
salt,chicken,0.0,-1.0
salt,potato,0.0,-1.0
salt,pea,0.0,-1.0
salt,red_wine,0.0,-1.0
salt,clove,0.022222222222222223,-1.0
salt,pizza_dough,0.0,-1.0
salt,icing_sugar,0.0,-1.0
salt,Qing_Pi,0.0,-1.0
salt,salted_butter,0.044444444444444446,-1.0
salt,orange_blossom,0.0,-1.0
salt,marzapane,0.0,-1.0
salt,salmon_eggs,0.044444444444444446,-1.0
salt,white_meat,0.0,-1.0
salt,bacon,0.0,-1.0
salt,beef,0.08888888888888889,-1.0
salt,pork,0.0,-1.0
salt,nutmeg,0.022222222222222223,-1.0
salt,pasta,0.0,-1.0
salt,parmesan,0.17777777777777778,-1.0
salt,puff_pastry,0.0,-1.0
salt,milk,0.0,-1.0
salt,schalotte,0.0,-1.0
salt,chilli,0.13333333333333333,-1.0
salt,sweet_pepper,0.0,-1.0
salt,almond_milk,0.0,-1.0
salt,amarena,0.0,-1.0
salt,vanilla,0.0,-1.0
salt,dried_grapes,0.022222222222222223,-1.0
salt,apple,0.044444444444444446,-1.0
salt,grated_cheese,0.08888888888888889,-1.0
salt,raisin,0.06666666666666667,-1.0
salt,five_spices,0.022222222222222223,-1.0
salt,whipped_cream,0.0,-1.0
salt,sea_almonds,0.022222222222222223,-1.0
salt,soy_sauce,0.1111111111111111,-1.0
salt,brown_sugar,0.022222222222222223,-1.0
salt,albahaca,0.022222222222222223,-1.0
salt,Jie_Mo,0.022222222222222223,-1.0
salt,mustard,0.06666666666666667,-1.0
salt,honey,0.022222222222222223,-1.0
salt,rabbit,0.044444444444444446,-1.0
salt,white_wine,0.044444444444444446,-1.0
salt,rosemary,0.0,-1.0
salt,mushroom,0.0,-1.0
salt,rice,0.0,-1.0
salt,rye_flour,0.0,-1.0
salt,wheat_flour,0.0,-1.0
salt,joghurt,0.0,-1.0
salt,concentrated_milk,0.0,-1.0
salt,whiskey,0.022222222222222223,-1.0
salt,biscuit,0.0,-1.0
salt,hazelnut,0.0,-1.0
salt,apricot,0.0,-1.0
salt,chocolate,0.022222222222222223,-1.0
salt,anchovy,0.0,-1.0
salt,tuna,0.044444444444444446,-1.0
salt,fish,0.0,-1.0
salt,semolina,0.0,-1.0
salt,margarine,0.0,-1.0
salt,raclette,0.0,-1.0
salt,mandarin,0.0,-1.0
salt,date,0.0,-1.0
salt,aromatic_herbs,0.0,-1.0
salt,olive,0.044444444444444446,-1.0
salt,cocoa,0.0,-1.0
salt,sesame,0.0,-1.0
salt,flour,0.022222222222222223,-1.0
salt,almond,0.0,-1.0
salt,berries,0.0,-1.0
salt,whisky,0.0,-1.0
salt,macaroni,0.0,-1.0
salt,blue_cheese,0.044444444444444446,-1.0
salt,steak,0.0,-1.0
salt,veal,0.0,-1.0
salt,shallots,0.0,-1.0
salt,sherry_vinegar,0.0,-1.0
salt,porto,0.0,-1.0
salt,sausage,0.0,-1.0
salt,rocket,0.0,-1.0
salt,bran,0.0,-1.0
salt,truffle_oil,0.0,-1.0
salt,truffle,0.0,-1.0
salt,erva_doce,0.044444444444444446,-1.0
salt,breadcrumbs,0.08888888888888889,-1.0
salt,Ying_Su,0.0,-1.0
salt,Lian_Ru,0.0,-1.0
salt,mozzarella,0.044444444444444446,-1.0
salt,cream_cheese,0.0,-1.0
salt,pasta_sfoglia,0.044444444444444446,-1.0
salt,spinach,0.0,-1.0
salt,shells,0.0,-1.0
salt,mont_d'or,0.0,-1.0
salt,mussel,0.0,-1.0
salt,acqua,0.044444444444444446,-1.0
salt,green_olive,0.0,-1.0
salt,ham,0.0,-1.0
salt,artichoke,0.044444444444444446,-1.0
salt,bread,0.0,-1.0
salt,pesto,0.0,-1.0
salt,sunflower_oil,0.0,-1.0
salt,mascarpone,0.0,-1.0
salt,ginger,0.0,-1.0
salt,coffee,0.0,-1.0
salt,broccoli,0.0,-1.0
salt,walnut,0.044444444444444446,-1.0
salt,pomegranate,0.044444444444444446,-1.0
salt,aceto_balsamico,0.044444444444444446,-1.0
salt,He_Tao,0.044444444444444446,-1.0
salt,maple_syrup,0.044444444444444446,-1.0
salt,white_bread,0.0,-1.0
salt,hard_cheese,0.0,-1.0
salt,chili_pepper,0.0,-1.0
salt,henne,0.0,-1.0
salt,fresa,0.0,-1.0
salt,wild_strawberry,0.0,-1.0
salt,sour_cream,0.0,-1.0
salt,filling,0.044444444444444446,-1.0
salt,sheep,0.0,-1.0
salt,cornstarch,0.0,-1.0
salt,red_cabbage,0.0,-1.0
salt,balsamic_vinegar,0.0,-1.0
salt,groundcherry,0.0,-1.0
salt,lettuce,0.0,-1.0
salt,Ning_Ru,0.044444444444444446,-1.0
salt,cabbage,0.0,-1.0
salt,pastry,0.0,-1.0
salt,ananas,0.022222222222222223,-1.0
salt,fennel,0.044444444444444446,-1.0
salt,stockente,0.044444444444444446,-1.0
salt,smoked_paprika,0.08888888888888889,-1.0
salt,goat_cheese,0.044444444444444446,-1.0
salt,pistachio,0.0,-1.0
salt,broad_bean,0.044444444444444446,-1.0
salt,ceci,0.044444444444444446,-1.0
salt,cannelle,0.044444444444444446,-1.0
salt,lasagna,0.0,-1.0
salt,cauliflower,0.0,-1.0
salt,mung_bean,0.0,-1.0
salt,cheddar,0.044444444444444446,-1.0
salt,quince,0.0,-1.0
salt,currant,0.022222222222222223,-1.0
salt,eel,0.0,-1.0
salt,whole_macaroni,0.0,-1.0
salt,salade,0.0,-1.0
salt,soft_bread,0.0,-1.0
salt,vinaigrette,0.044444444444444446,-1.0
salt,rucola,0.0,-1.0
salt,cherry_tomato,0.0,-1.0
salt,pate_brisee,0.0,-1.0
salt,corn,0.0,-1.0
salt,rapsol,0.044444444444444446,-1.0
salt,avocado,0.044444444444444446,-1.0
salt,kidney_bean,0.044444444444444446,-1.0
salt,tortilla,0.044444444444444446,-1.0
salt,sucre_glace,0.0,-1.0
salt,canela,0.0,-1.0
salt,tbsp,0.0,-1.0
salt,tsp,0.0,-1.0
salt,chick_pea_flour,0.0,-1.0
salt,latte,0.0,-1.0
salt,aubergine,0.0,-1.0
salt,pickle,0.0,-1.0
salt,riso,0.0,-1.0
salt,smoker_salmon,0.0,-1.0
salt,erbse_gespalten,0.0,-1.0
salt,sandwichbrot,0.0,-1.0
salt,cucumber,0.0,-1.0
salt,speck,0.0,-1.0
salt,strawberry,0.0,-1.0
salt,cashew,0.0,-1.0
salt,chili,0.0,-1.0
salt,pancetta,0.0,-1.0
salt,marjoram,0.0,-1.0
salt,red_meat,0.0,-1.0
salt,gressin,0.0,-1.0
salt,Ma_He,0.0,-1.0
salt,spargel,0.0,-1.0
salt,fines_herbs_vinaigrette,0.0,-1.0
salt,yeast,0.0,-1.0
salt,huile_d_olive,0.0,-1.0
salt,galletto,0.0,-1.0
salt,makkaroni,0.0,-1.0
salt,yellow_bell_pepper,0.0,-1.0
salt,prawn,0.0,-1.0
salt,courgette,0.0,-1.0
salt,spaghetti,0.022222222222222223,-1.0
salt,caviar,0.0,-1.0
salt,chitterlings,0.0,-1.0
salt,pasta_pizza,0.0,-1.0
salt,leek,0.0,-1.0
salt,melisse,0.0,-1.0
salt,split_pea,0.0,-1.0
salt,jerusalem_artichoke,0.0,-1.0
salt,cetriolo,0.0,-1.0
salt,rusk,0.0,-1.0
salt,Ya_Ma_Zi,0.0,-1.0
salt,white_chocolate,0.0,-1.0
salt,viande_blanche,0.0,-1.0
salt,koriander,0.0,-1.0
salt,buttermilk,0.0,-1.0
salt,beet,0.044444444444444446,-1.0
salt,red_potato,0.044444444444444446,-1.0
salt,pine_nut,0.0,-1.0
salt,toast,0.0,-1.0
salt,nouilles,0.0,-1.0
salt,smoked_trout,0.0,-1.0
salt,bell_pepper,0.0,-1.0
salt,vinagre_balsamico,0.0,-1.0
salt,raisin_sec,0.0,-1.0
salt,pumpkin_seeds,0.0,-1.0
salt,sauerkirsche,0.0,-1.0
salt,courge,0.0,-1.0
salt,lapereau,0.0,-1.0
salt,salmon,0.0,-1.0
salt,4,0.0,-1.0
salt,cup,0.0,-1.0
salt,rye_bread,0.0,-1.0
salt,sweet_vera_paprika,0.0,-1.0
salt,cannelloni,0.0,-1.0
salt,An_Chun,0.0,-1.0
salt,lasagne,0.0,-1.0
salt,penne_rigate,0.0,-1.0
salt,fennel_seeds,0.0,-1.0
salt,ice,0.0,-1.0
salt,Qing_Wa,0.0,-1.0
salt,sojasauce,0.0,-1.0
salt,red_fish,0.0,-1.0
salt,coconut,0.0,-1.0
salt,filet,0.0,-1.0
salt,saffron,0.0,-1.0
salt,navy_bean,0.0,-1.0
salt,octopus,0.0,-1.0
salt,tangerine,0.0,-1.0
salt,cranberry,0.0,-1.0
salt,yogurt,0.0,-1.0
salt,rum,0.022222222222222223,-1.0
olive_oil,onion,0.6666666666666666,0.012903225806451613
olive_oil,garlic,1.0,0.0
olive_oil,green_bell_pepper,0.022222222222222223,0.0
olive_oil,carrot,0.24444444444444444,0.0
olive_oil,tomato,0.6222222222222222,0.0064516129032258064
olive_oil,celery_salt,0.022222222222222223,-1.0
olive_oil,caper,0.37777777777777777,-1.0
olive_oil,black_olive,0.26666666666666666,-1.0
olive_oil,thyme,0.15555555555555556,0.0
olive_oil,basil,0.13333333333333333,0.0
olive_oil,oregano,0.15555555555555556,0.0
olive_oil,red_wine_vinegar,0.022222222222222223,-1.0
olive_oil,sugar,0.1111111111111111,-1.0
olive_oil,pepper,0.7111111111111111,0.0
olive_oil,water,0.17777777777777778,-1.0
olive_oil,butter,0.1111111111111111,0.0064516129032258064
olive_oil,zucchini,0.06666666666666667,0.0
olive_oil,pumpkin,0.022222222222222223,0.0
olive_oil,green_pepper,0.044444444444444446,-1.0
olive_oil,parsley,0.7333333333333333,0.0
olive_oil,mint,0.13333333333333333,0.0
olive_oil,egg,0.3111111111111111,0.0
olive_oil,ricotta,0.13333333333333333,-1.0
olive_oil,anchova,0.044444444444444446,-1.0
olive_oil,red_onion,0.2222222222222222,-1.0
olive_oil,anise,0.06666666666666667,0.0
olive_oil,cinnamon,0.1111111111111111,0.0
olive_oil,green_leaves,0.4,-1.0
olive_oil,white_pepper,0.044444444444444446,-1.0
olive_oil,lemon,0.3333333333333333,0.012903225806451613
olive_oil,orange,0.022222222222222223,0.012903225806451613
olive_oil,fresh_cheese,0.08888888888888889,-1.0
olive_oil,corn_flour,0.022222222222222223,-1.0
olive_oil,vegetable_broth,0.06666666666666667,-1.0
olive_oil,curry,0.08888888888888889,-1.0
olive_oil,turmeric,0.022222222222222223,0.0
olive_oil,paprika,0.08888888888888889,-1.0
olive_oil,cumin,0.06666666666666667,0.0
olive_oil,chicken,0.1111111111111111,0.012903225806451613
olive_oil,potato,0.15555555555555556,0.0064516129032258064
olive_oil,pea,0.06666666666666667,0.0
olive_oil,red_wine,0.1111111111111111,0.012903225806451613
olive_oil,clove,0.06666666666666667,0.0064516129032258064
olive_oil,pizza_dough,0.0,-1.0
olive_oil,icing_sugar,0.0,-1.0
olive_oil,Qing_Pi,0.022222222222222223,-1.0
olive_oil,salted_butter,0.0,-1.0
olive_oil,orange_blossom,0.0,-1.0
olive_oil,marzapane,0.0,-1.0
olive_oil,salmon_eggs,0.1111111111111111,-1.0
olive_oil,white_meat,0.0,-1.0
olive_oil,bacon,0.06666666666666667,0.0064516129032258064
olive_oil,beef,0.17777777777777778,0.012903225806451613
olive_oil,pork,0.06666666666666667,0.0064516129032258064
olive_oil,nutmeg,0.022222222222222223,0.0
olive_oil,pasta,0.022222222222222223,-1.0
olive_oil,parmesan,0.26666666666666666,0.0
olive_oil,puff_pastry,0.022222222222222223,-1.0
olive_oil,milk,0.022222222222222223,0.0064516129032258064
olive_oil,schalotte,0.022222222222222223,-1.0
olive_oil,chilli,0.17777777777777778,-1.0
olive_oil,sweet_pepper,0.0,-1.0
olive_oil,almond_milk,0.022222222222222223,-1.0
olive_oil,amarena,0.0,-1.0
olive_oil,vanilla,0.022222222222222223,0.0
olive_oil,dried_grapes,0.0,-1.0
olive_oil,apple,0.06666666666666667,0.012903225806451613
olive_oil,grated_cheese,0.2,-1.0
olive_oil,raisin,0.06666666666666667,0.0
olive_oil,five_spices,0.022222222222222223,-1.0
olive_oil,whipped_cream,0.022222222222222223,-1.0
olive_oil,sea_almonds,0.0,-1.0
olive_oil,soy_sauce,0.26666666666666666,0.0
olive_oil,brown_sugar,0.0,-1.0
olive_oil,albahaca,0.0,-1.0
olive_oil,Jie_Mo,0.0,-1.0
olive_oil,mustard,0.24444444444444444,0.0
olive_oil,honey,0.022222222222222223,0.012903225806451613
olive_oil,rabbit,0.0,-1.0
olive_oil,white_wine,0.1111111111111111,0.012903225806451613
olive_oil,rosemary,0.08888888888888889,0.0
olive_oil,mushroom,0.022222222222222223,0.0064516129032258064
olive_oil,rice,0.022222222222222223,0.0
olive_oil,rye_flour,0.022222222222222223,0.0
olive_oil,wheat_flour,0.022222222222222223,-1.0
olive_oil,joghurt,0.044444444444444446,-1.0
olive_oil,concentrated_milk,0.044444444444444446,-1.0
olive_oil,whiskey,0.0,0.012903225806451613
olive_oil,biscuit,0.0,-1.0
olive_oil,hazelnut,0.0,0.0
olive_oil,apricot,0.0,0.0064516129032258064
olive_oil,chocolate,0.0,-1.0
olive_oil,anchovy,0.1111111111111111,-1.0
olive_oil,tuna,0.1111111111111111,0.0
olive_oil,fish,0.0,0.0
olive_oil,semolina,0.044444444444444446,-1.0
olive_oil,margarine,0.0,-1.0
olive_oil,raclette,0.0,-1.0
olive_oil,mandarin,0.0,0.012903225806451613
olive_oil,date,0.0,0.0
olive_oil,aromatic_herbs,0.0,-1.0
olive_oil,olive,0.17777777777777778,0.01935483870967742
olive_oil,cocoa,0.0,0.0064516129032258064
olive_oil,sesame,0.06666666666666667,-1.0
olive_oil,flour,0.06666666666666667,-1.0
olive_oil,almond,0.0,0.0
olive_oil,berries,0.0,-1.0
olive_oil,whisky,0.0,-1.0
olive_oil,macaroni,0.0,0.0
olive_oil,blue_cheese,0.24444444444444444,0.012903225806451613
olive_oil,steak,0.022222222222222223,-1.0
olive_oil,veal,0.0,0.0064516129032258064
olive_oil,shallots,0.022222222222222223,-1.0
olive_oil,sherry_vinegar,0.022222222222222223,-1.0
olive_oil,porto,0.022222222222222223,-1.0
olive_oil,sausage,0.044444444444444446,-1.0
olive_oil,rocket,0.022222222222222223,-1.0
olive_oil,bran,0.022222222222222223,-1.0
olive_oil,truffle_oil,0.022222222222222223,-1.0
olive_oil,truffle,0.022222222222222223,0.0
olive_oil,erva_doce,0.022222222222222223,-1.0
olive_oil,breadcrumbs,0.2222222222222222,-1.0
olive_oil,Ying_Su,0.022222222222222223,-1.0
olive_oil,Lian_Ru,0.022222222222222223,-1.0
olive_oil,mozzarella,0.08888888888888889,-1.0
olive_oil,cream_cheese,0.022222222222222223,0.012903225806451613
olive_oil,pasta_sfoglia,0.044444444444444446,-1.0
olive_oil,spinach,0.1111111111111111,-1.0
olive_oil,shells,0.0,-1.0
olive_oil,mont_d'or,0.0,-1.0
olive_oil,mussel,0.0,0.0064516129032258064
olive_oil,acqua,0.06666666666666667,-1.0
olive_oil,green_olive,0.0,-1.0
olive_oil,ham,0.0,0.0064516129032258064
olive_oil,artichoke,0.044444444444444446,0.0
olive_oil,bread,0.044444444444444446,0.0064516129032258064
olive_oil,pesto,0.0,-1.0
