First Ingredient,Second Ingredient,Normalized Common Recipe Weight,Normalized Common Compound weight
celery_salt,paprika,0.0,-1.0
celery_salt,cumin,0.0,-1.0
celery_salt,chicken,0.0,-1.0
celery_salt,potato,0.0,-1.0
celery_salt,pea,0.0,-1.0
celery_salt,red_wine,0.0,-1.0
celery_salt,clove,0.0,-1.0
celery_salt,pizza_dough,0.0,-1.0
celery_salt,icing_sugar,0.0,-1.0
celery_salt,Qing_Pi,0.0,-1.0
celery_salt,salted_butter,0.0,-1.0
celery_salt,orange_blossom,0.0,-1.0
celery_salt,marzapane,0.0,-1.0
celery_salt,salmon_eggs,0.0,-1.0
celery_salt,white_meat,0.0,-1.0
celery_salt,bacon,0.0,-1.0
celery_salt,beef,0.0,-1.0
celery_salt,pork,0.0,-1.0
celery_salt,nutmeg,0.0,-1.0
celery_salt,pasta,0.0,-1.0
celery_salt,parmesan,0.0,-1.0
celery_salt,puff_pastry,0.0,-1.0
celery_salt,milk,0.0,-1.0
celery_salt,schalotte,0.0,-1.0
celery_salt,chilli,0.0,-1.0
celery_salt,sweet_pepper,0.0,-1.0
celery_salt,almond_milk,0.0,-1.0
celery_salt,amarena,0.0,-1.0
celery_salt,vanilla,0.0,-1.0
celery_salt,dried_grapes,0.0,-1.0
celery_salt,apple,0.0,-1.0
celery_salt,grated_cheese,0.0,-1.0
celery_salt,raisin,0.0,-1.0
celery_salt,five_spices,0.0,-1.0
celery_salt,whipped_cream,0.0,-1.0
celery_salt,sea_almonds,0.0,-1.0
celery_salt,soy_sauce,0.0,-1.0
celery_salt,brown_sugar,0.0,-1.0
celery_salt,albahaca,0.0,-1.0
celery_salt,Jie_Mo,0.0,-1.0
celery_salt,mustard,0.0,-1.0
celery_salt,honey,0.0,-1.0
celery_salt,rabbit,0.0,-1.0
celery_salt,white_wine,0.0,-1.0
celery_salt,rosemary,0.0,-1.0
celery_salt,mushroom,0.0,-1.0
celery_salt,rice,0.0,-1.0
celery_salt,rye_flour,0.0,-1.0
celery_salt,wheat_flour,0.0,-1.0
celery_salt,joghurt,0.0,-1.0
celery_salt,concentrated_milk,0.0,-1.0
celery_salt,whiskey,0.0,-1.0
celery_salt,biscuit,0.0,-1.0
celery_salt,hazelnut,0.0,-1.0
celery_salt,apricot,0.0,-1.0
celery_salt,chocolate,0.0,-1.0
celery_salt,anchovy,0.0,-1.0
celery_salt,tuna,0.0,-1.0
celery_salt,fish,0.0,-1.0
celery_salt,semolina,0.0,-1.0
celery_salt,margarine,0.0,-1.0
celery_salt,raclette,0.0,-1.0
celery_salt,mandarin,0.0,-1.0
celery_salt,date,0.0,-1.0
celery_salt,aromatic_herbs,0.0,-1.0
celery_salt,olive,0.022222222222222223,-1.0
celery_salt,cocoa,0.0,-1.0
celery_salt,sesame,0.0,-1.0
celery_salt,flour,0.0,-1.0
celery_salt,almond,0.0,-1.0
celery_salt,berries,0.0,-1.0
celery_salt,whisky,0.0,-1.0
celery_salt,macaroni,0.0,-1.0
celery_salt,blue_cheese,0.0,-1.0
celery_salt,steak,0.0,-1.0
celery_salt,veal,0.0,-1.0
celery_salt,shallots,0.0,-1.0
celery_salt,sherry_vinegar,0.0,-1.0
celery_salt,porto,0.0,-1.0
celery_salt,sausage,0.0,-1.0
celery_salt,rocket,0.0,-1.0
celery_salt,bran,0.0,-1.0
celery_salt,truffle_oil,0.0,-1.0
celery_salt,truffle,0.0,-1.0
celery_salt,erva_doce,0.0,-1.0
celery_salt,breadcrumbs,0.0,-1.0
celery_salt,Ying_Su,0.0,-1.0
celery_salt,Lian_Ru,0.0,-1.0
celery_salt,mozzarella,0.0,-1.0
celery_salt,cream_cheese,0.0,-1.0
celery_salt,pasta_sfoglia,0.0,-1.0
celery_salt,spinach,0.0,-1.0
celery_salt,shells,0.0,-1.0
celery_salt,mont_d'or,0.0,-1.0
celery_salt,mussel,0.0,-1.0
celery_salt,acqua,0.0,-1.0
celery_salt,green_olive,0.0,-1.0
celery_salt,ham,0.0,-1.0
celery_salt,artichoke,0.0,-1.0
celery_salt,bread,0.0,-1.0
celery_salt,pesto,0.0,-1.0
celery_salt,sunflower_oil,0.0,-1.0
celery_salt,mascarpone,0.0,-1.0
celery_salt,ginger,0.0,-1.0
celery_salt,coffee,0.0,-1.0
celery_salt,broccoli,0.0,-1.0
celery_salt,walnut,0.0,-1.0
celery_salt,pomegranate,0.0,-1.0
celery_salt,aceto_balsamico,0.0,-1.0
celery_salt,He_Tao,0.0,-1.0
celery_salt,maple_syrup,0.0,-1.0
celery_salt,white_bread,0.0,-1.0
celery_salt,hard_cheese,0.0,-1.0
celery_salt,chili_pepper,0.0,-1.0
celery_salt,henne,0.0,-1.0
celery_salt,fresa,0.0,-1.0
celery_salt,wild_strawberry,0.0,-1.0
celery_salt,sour_cream,0.0,-1.0
celery_salt,filling,0.0,-1.0
celery_salt,sheep,0.0,-1.0
celery_salt,cornstarch,0.0,-1.0
celery_salt,red_cabbage,0.0,-1.0
celery_salt,balsamic_vinegar,0.0,-1.0
celery_salt,groundcherry,0.0,-1.0
celery_salt,lettuce,0.0,-1.0
celery_salt,Ning_Ru,0.0,-1.0
celery_salt,cabbage,0.0,-1.0
celery_salt,pastry,0.0,-1.0
celery_salt,ananas,0.0,-1.0
celery_salt,fennel,0.0,-1.0
celery_salt,stockente,0.0,-1.0
celery_salt,smoked_paprika,0.0,-1.0
celery_salt,goat_cheese,0.0,-1.0
celery_salt,pistachio,0.0,-1.0
celery_salt,broad_bean,0.0,-1.0
celery_salt,ceci,0.0,-1.0
celery_salt,cannelle,0.0,-1.0
celery_salt,lasagna,0.0,-1.0
celery_salt,cauliflower,0.0,-1.0
celery_salt,mung_bean,0.0,-1.0
celery_salt,cheddar,0.0,-1.0
celery_salt,quince,0.0,-1.0
celery_salt,currant,0.0,-1.0
celery_salt,eel,0.0,-1.0
celery_salt,whole_macaroni,0.0,-1.0
celery_salt,salade,0.0,-1.0
celery_salt,soft_bread,0.0,-1.0
celery_salt,vinaigrette,0.0,-1.0
celery_salt,rucola,0.0,-1.0
celery_salt,cherry_tomato,0.0,-1.0
celery_salt,pate_brisee,0.0,-1.0
celery_salt,corn,0.0,-1.0
celery_salt,rapsol,0.0,-1.0
celery_salt,avocado,0.0,-1.0
celery_salt,kidney_bean,0.0,-1.0
celery_salt,tortilla,0.0,-1.0
celery_salt,sucre_glace,0.0,-1.0
celery_salt,canela,0.0,-1.0
celery_salt,tbsp,0.0,-1.0
celery_salt,tsp,0.0,-1.0
celery_salt,chick_pea_flour,0.0,-1.0
celery_salt,latte,0.0,-1.0
celery_salt,aubergine,0.0,-1.0
celery_salt,pickle,0.0,-1.0
celery_salt,riso,0.0,-1.0
celery_salt,smoker_salmon,0.0,-1.0
celery_salt,erbse_gespalten,0.0,-1.0
celery_salt,sandwichbrot,0.0,-1.0
celery_salt,cucumber,0.0,-1.0
celery_salt,speck,0.0,-1.0
celery_salt,strawberry,0.0,-1.0
celery_salt,cashew,0.0,-1.0
celery_salt,chili,0.0,-1.0
celery_salt,pancetta,0.0,-1.0
celery_salt,marjoram,0.0,-1.0
celery_salt,red_meat,0.0,-1.0
celery_salt,gressin,0.0,-1.0
celery_salt,Ma_He,0.0,-1.0
celery_salt,spargel,0.0,-1.0
celery_salt,fines_herbs_vinaigrette,0.0,-1.0
celery_salt,yeast,0.0,-1.0
celery_salt,huile_d_olive,0.0,-1.0
celery_salt,galletto,0.0,-1.0
celery_salt,makkaroni,0.0,-1.0
celery_salt,yellow_bell_pepper,0.0,-1.0
celery_salt,prawn,0.0,-1.0
celery_salt,courgette,0.0,-1.0
celery_salt,spaghetti,0.0,-1.0
celery_salt,caviar,0.0,-1.0
celery_salt,chitterlings,0.0,-1.0
celery_salt,pasta_pizza,0.0,-1.0
celery_salt,leek,0.0,-1.0
celery_salt,melisse,0.0,-1.0
celery_salt,split_pea,0.0,-1.0
celery_salt,jerusalem_artichoke,0.0,-1.0
celery_salt,cetriolo,0.0,-1.0
celery_salt,rusk,0.0,-1.0
celery_salt,Ya_Ma_Zi,0.0,-1.0
celery_salt,white_chocolate,0.0,-1.0
celery_salt,viande_blanche,0.0,-1.0
celery_salt,koriander,0.0,-1.0
celery_salt,buttermilk,0.0,-1.0
celery_salt,beet,0.0,-1.0
celery_salt,red_potato,0.0,-1.0
celery_salt,pine_nut,0.0,-1.0
celery_salt,toast,0.0,-1.0
celery_salt,nouilles,0.0,-1.0
celery_salt,smoked_trout,0.0,-1.0
celery_salt,bell_pepper,0.0,-1.0
celery_salt,vinagre_balsamico,0.0,-1.0
celery_salt,raisin_sec,0.0,-1.0
celery_salt,pumpkin_seeds,0.0,-1.0
celery_salt,sauerkirsche,0.0,-1.0
celery_salt,courge,0.0,-1.0
celery_salt,lapereau,0.0,-1.0
celery_salt,salmon,0.0,-1.0
celery_salt,4,0.0,-1.0
celery_salt,cup,0.0,-1.0
celery_salt,rye_bread,0.0,-1.0
celery_salt,sweet_vera_paprika,0.0,-1.0
celery_salt,cannelloni,0.0,-1.0
celery_salt,An_Chun,0.0,-1.0
celery_salt,lasagne,0.0,-1.0
celery_salt,penne_rigate,0.0,-1.0
celery_salt,fennel_seeds,0.0,-1.0
celery_salt,ice,0.0,-1.0
celery_salt,Qing_Wa,0.0,-1.0
celery_salt,sojasauce,0.0,-1.0
celery_salt,red_fish,0.0,-1.0
celery_salt,coconut,0.0,-1.0
celery_salt,filet,0.0,-1.0
celery_salt,saffron,0.0,-1.0
celery_salt,navy_bean,0.0,-1.0
celery_salt,octopus,0.0,-1.0
celery_salt,tangerine,0.0,-1.0
celery_salt,cranberry,0.0,-1.0
celery_salt,yogurt,0.0,-1.0
celery_salt,rum,0.0,-1.0
caper,black_olive,0.15555555555555556,-1.0
caper,thyme,0.044444444444444446,-1.0
caper,basil,0.044444444444444446,-1.0
caper,oregano,0.1111111111111111,-1.0
caper,red_wine_vinegar,0.022222222222222223,-1.0
caper,sugar,0.06666666666666667,-1.0
caper,pepper,0.35555555555555557,-1.0
caper,water,0.08888888888888889,-1.0
caper,butter,0.0,-1.0
caper,zucchini,0.044444444444444446,-1.0
caper,pumpkin,0.0,-1.0
caper,green_pepper,0.0,-1.0
caper,parsley,0.3111111111111111,-1.0
caper,mint,0.0,-1.0
caper,egg,0.022222222222222223,-1.0
caper,ricotta,0.044444444444444446,-1.0
caper,anchova,0.06666666666666667,-1.0
caper,red_onion,0.08888888888888889,-1.0
caper,anise,0.022222222222222223,-1.0
caper,cinnamon,0.022222222222222223,-1.0
caper,green_leaves,0.1111111111111111,-1.0
caper,white_pepper,0.022222222222222223,-1.0
caper,lemon,0.13333333333333333,-1.0
caper,orange,0.022222222222222223,-1.0
caper,fresh_cheese,0.1111111111111111,-1.0
caper,corn_flour,0.0,-1.0
caper,vegetable_broth,0.0,-1.0
caper,curry,0.0,-1.0
caper,turmeric,0.0,-1.0
caper,paprika,0.0,-1.0
caper,cumin,0.044444444444444446,-1.0
caper,chicken,0.08888888888888889,-1.0
caper,potato,0.08888888888888889,-1.0
caper,pea,0.022222222222222223,-1.0
caper,red_wine,0.022222222222222223,-1.0
caper,clove,0.0,-1.0
caper,pizza_dough,0.044444444444444446,-1.0
caper,icing_sugar,0.0,-1.0
caper,Qing_Pi,0.0,-1.0
caper,salted_butter,0.0,-1.0
caper,orange_blossom,0.0,-1.0
caper,marzapane,0.0,-1.0
caper,salmon_eggs,0.08888888888888889,-1.0
caper,white_meat,0.0,-1.0
caper,bacon,0.022222222222222223,-1.0
caper,beef,0.022222222222222223,-1.0
caper,pork,0.1111111111111111,-1.0
caper,nutmeg,0.06666666666666667,-1.0
caper,pasta,0.022222222222222223,-1.0
caper,parmesan,0.06666666666666667,-1.0
caper,puff_pastry,0.022222222222222223,-1.0
caper,milk,0.044444444444444446,-1.0
caper,schalotte,0.022222222222222223,-1.0
caper,chilli,0.044444444444444446,-1.0
caper,sweet_pepper,0.0,-1.0
caper,almond_milk,0.0,-1.0
caper,amarena,0.0,-1.0
caper,vanilla,0.0,-1.0
caper,dried_grapes,0.0,-1.0
caper,apple,0.0,-1.0
caper,grated_cheese,0.0,-1.0
caper,raisin,0.0,-1.0
caper,five_spices,0.0,-1.0
caper,whipped_cream,0.0,-1.0
caper,sea_almonds,0.0,-1.0
caper,soy_sauce,0.044444444444444446,-1.0
caper,brown_sugar,0.0,-1.0
caper,albahaca,0.0,-1.0
caper,Jie_Mo,0.0,-1.0
caper,mustard,0.044444444444444446,-1.0
caper,honey,0.0,-1.0
caper,rabbit,0.0,-1.0
caper,white_wine,0.0,-1.0
caper,rosemary,0.0,-1.0
caper,mushroom,0.0,-1.0
caper,rice,0.0,-1.0
caper,rye_flour,0.0,-1.0
caper,wheat_flour,0.0,-1.0
caper,joghurt,0.044444444444444446,-1.0
caper,concentrated_milk,0.0,-1.0
caper,whiskey,0.0,-1.0
caper,biscuit,0.0,-1.0
caper,hazelnut,0.0,-1.0
caper,apricot,0.0,-1.0
caper,chocolate,0.0,-1.0
caper,anchovy,0.2222222222222222,-1.0
caper,tuna,0.08888888888888889,-1.0
caper,fish,0.0,-1.0
caper,semolina,0.0,-1.0
caper,margarine,0.0,-1.0
caper,raclette,0.0,-1.0
caper,mandarin,0.0,-1.0
caper,date,0.0,-1.0
caper,aromatic_herbs,0.0,-1.0
caper,olive,0.26666666666666666,-1.0
caper,cocoa,0.0,-1.0
caper,sesame,0.044444444444444446,-1.0
caper,flour,0.06666666666666667,-1.0
caper,almond,0.0,-1.0
caper,berries,0.0,-1.0
caper,whisky,0.0,-1.0
caper,macaroni,0.0,-1.0
caper,blue_cheese,0.06666666666666667,-1.0
caper,steak,0.0,-1.0
caper,veal,0.0,-1.0
caper,shallots,0.0,-1.0
caper,sherry_vinegar,0.0,-1.0
caper,porto,0.0,-1.0
caper,sausage,0.0,-1.0
caper,rocket,0.0,-1.0
caper,bran,0.0,-1.0
caper,truffle_oil,0.0,-1.0
caper,truffle,0.0,-1.0
caper,erva_doce,0.0,-1.0
caper,breadcrumbs,0.06666666666666667,-1.0
caper,Ying_Su,0.0,-1.0
caper,Lian_Ru,0.0,-1.0
caper,mozzarella,0.0,-1.0
caper,cream_cheese,0.0,-1.0
caper,pasta_sfoglia,0.0,-1.0
caper,spinach,0.044444444444444446,-1.0
caper,shells,0.0,-1.0
caper,mont_d'or,0.0,-1.0
caper,mussel,0.0,-1.0
caper,acqua,0.0,-1.0
caper,green_olive,0.0,-1.0
caper,ham,0.0,-1.0
caper,artichoke,0.0,-1.0
caper,bread,0.08888888888888889,-1.0
caper,pesto,0.0,-1.0
caper,sunflower_oil,0.0,-1.0
caper,mascarpone,0.0,-1.0
caper,ginger,0.0,-1.0
caper,coffee,0.0,-1.0
caper,broccoli,0.0,-1.0
caper,walnut,0.0,-1.0
caper,pomegranate,0.0,-1.0
caper,aceto_balsamico,0.0,-1.0
caper,He_Tao,0.0,-1.0
caper,maple_syrup,0.0,-1.0
caper,white_bread,0.044444444444444446,-1.0
caper,hard_cheese,0.08888888888888889,-1.0
caper,chili_pepper,0.0,-1.0
caper,henne,0.0,-1.0
caper,fresa,0.0,-1.0
caper,wild_strawberry,0.0,-1.0
caper,sour_cream,0.0,-1.0
caper,filling,0.0,-1.0
caper,sheep,0.0,-1.0
caper,cornstarch,0.0,-1.0
caper,red_cabbage,0.0,-1.0
caper,balsamic_vinegar,0.0,-1.0
caper,groundcherry,0.0,-1.0
caper,lettuce,0.0,-1.0
caper,Ning_Ru,0.0,-1.0
caper,cabbage,0.0,-1.0
caper,pastry,0.0,-1.0
caper,ananas,0.044444444444444446,-1.0
caper,fennel,0.0,-1.0
caper,stockente,0.0,-1.0
caper,smoked_paprika,0.044444444444444446,-1.0
caper,goat_cheese,0.044444444444444446,-1.0
caper,pistachio,0.0,-1.0
caper,broad_bean,0.0,-1.0
caper,ceci,0.044444444444444446,-1.0
caper,cannelle,0.0,-1.0
caper,lasagna,0.0,-1.0
caper,cauliflower,0.044444444444444446,-1.0
caper,mung_bean,0.0,-1.0
caper,cheddar,0.0,-1.0
caper,quince,0.0,-1.0
caper,currant,0.0,-1.0
caper,eel,0.0,-1.0
caper,whole_macaroni,0.0,-1.0
caper,salade,0.0,-1.0
caper,soft_bread,0.0,-1.0
caper,vinaigrette,0.044444444444444446,-1.0
caper,rucola,0.06666666666666667,-1.0
caper,cherry_tomato,0.0,-1.0
caper,pate_brisee,0.0,-1.0
caper,corn,0.0,-1.0
caper,rapsol,0.0,-1.0
caper,avocado,0.0,-1.0
caper,kidney_bean,0.0,-1.0
caper,tortilla,0.0,-1.0
caper,sucre_glace,0.0,-1.0
caper,canela,0.0,-1.0
caper,tbsp,0.044444444444444446,-1.0
caper,tsp,0.044444444444444446,-1.0
caper,chick_pea_flour,0.044444444444444446,-1.0
caper,latte,0.044444444444444446,-1.0
caper,aubergine,0.17777777777777778,-1.0
caper,pickle,0.044444444444444446,-1.0
caper,riso,0.044444444444444446,-1.0
caper,smoker_salmon,0.0,-1.0
caper,erbse_gespalten,0.0,-1.0
caper,sandwichbrot,0.0,-1.0
caper,cucumber,0.0,-1.0
caper,speck,0.0,-1.0
caper,strawberry,0.0,-1.0
caper,cashew,0.0,-1.0
caper,chili,0.0,-1.0
caper,pancetta,0.0,-1.0
caper,marjoram,0.022222222222222223,-1.0
caper,red_meat,0.0,-1.0
caper,gressin,0.044444444444444446,-1.0
caper,Ma_He,0.044444444444444446,-1.0
caper,spargel,0.044444444444444446,-1.0
caper,fines_herbs_vinaigrette,0.022222222222222223,-1.0
caper,yeast,0.0,-1.0
caper,huile_d_olive,0.08888888888888889,-1.0
caper,galletto,0.0,-1.0
caper,makkaroni,0.0,-1.0
caper,yellow_bell_pepper,0.044444444444444446,-1.0
caper,prawn,0.0,-1.0
caper,courgette,0.0,-1.0
caper,spaghetti,0.044444444444444446,-1.0
caper,caviar,0.0,-1.0
caper,chitterlings,0.0,-1.0
caper,pasta_pizza,0.0,-1.0
caper,leek,0.0,-1.0
caper,melisse,0.0,-1.0
caper,split_pea,0.0,-1.0
caper,jerusalem_artichoke,0.0,-1.0
caper,cetriolo,0.0,-1.0
caper,rusk,0.0,-1.0
caper,Ya_Ma_Zi,0.0,-1.0
caper,white_chocolate,0.0,-1.0
caper,viande_blanche,0.0,-1.0
caper,koriander,0.0,-1.0
caper,buttermilk,0.0,-1.0
caper,beet,0.0,-1.0
caper,red_potato,0.022222222222222223,-1.0
caper,pine_nut,0.0,-1.0
caper,toast,0.0,-1.0
caper,nouilles,0.044444444444444446,-1.0
caper,smoked_trout,0.044444444444444446,-1.0
caper,bell_pepper,0.0,-1.0
caper,vinagre_balsamico,0.0,-1.0
caper,raisin_sec,0.0,-1.0
caper,pumpkin_seeds,0.0,-1.0
caper,sauerkirsche,0.0,-1.0
caper,courge,0.0,-1.0
caper,lapereau,0.0,-1.0
caper,salmon,0.0,-1.0
caper,4,0.0,-1.0
caper,cup,0.0,-1.0
caper,rye_bread,0.0,-1.0
caper,sweet_vera_paprika,0.0,-1.0
caper,cannelloni,0.0,-1.0
caper,An_Chun,0.0,-1.0
caper,lasagne,0.0,-1.0
caper,penne_rigate,0.0,-1.0
caper,fennel_seeds,0.0,-1.0
caper,ice,0.0,-1.0
caper,Qing_Wa,0.0,-1.0
caper,sojasauce,0.0,-1.0
caper,red_fish,0.0,-1.0
caper,coconut,0.0,-1.0
caper,filet,0.0,-1.0
caper,saffron,0.0,-1.0
caper,navy_bean,0.0,-1.0
caper,octopus,0.022222222222222223,-1.0
caper,tangerine,0.0,-1.0
caper,cranberry,0.0,-1.0
caper,yogurt,0.0,-1.0
caper,rum,0.0,-1.0
black_olive,thyme,0.044444444444444446,-1.0
black_olive,basil,0.044444444444444446,-1.0
black_olive,oregano,0.022222222222222223,-1.0
black_olive,red_wine_vinegar,0.022222222222222223,-1.0
black_olive,sugar,0.06666666666666667,-1.0
black_olive,pepper,0.1111111111111111,-1.0
black_olive,water,0.044444444444444446,-1.0
black_olive,butter,0.044444444444444446,-1.0
black_olive,zucchini,0.0,-1.0
black_olive,pumpkin,0.022222222222222223,-1.0
black_olive,green_pepper,0.0,-1.0
black_olive,parsley,0.2,-1.0
black_olive,mint,0.044444444444444446,-1.0
black_olive,egg,0.06666666666666667,-1.0
black_olive,ricotta,0.044444444444444446,-1.0
black_olive,anchova,0.022222222222222223,-1.0
black_olive,red_onion,0.1111111111111111,-1.0
black_olive,anise,0.022222222222222223,-1.0
black_olive,cinnamon,0.022222222222222223,-1.0
black_olive,green_leaves,0.08888888888888889,-1.0
black_olive,white_pepper,0.022222222222222223,-1.0
black_olive,lemon,0.1111111111111111,-1.0
black_olive,orange,0.022222222222222223,-1.0
black_olive,fresh_cheese,0.044444444444444446,-1.0
black_olive,corn_flour,0.0,-1.0
black_olive,vegetable_broth,0.0,-1.0
black_olive,curry,0.0,-1.0
black_olive,turmeric,0.0,-1.0
black_olive,paprika,0.0,-1.0
black_olive,cumin,0.0,-1.0
black_olive,chicken,0.0,-1.0
black_olive,potato,0.022222222222222223,-1.0
black_olive,pea,0.06666666666666667,-1.0
black_olive,red_wine,0.022222222222222223,-1.0
black_olive,clove,0.0,-1.0
black_olive,pizza_dough,0.0,-1.0
black_olive,icing_sugar,0.0,-1.0
black_olive,Qing_Pi,0.022222222222222223,-1.0
black_olive,salted_butter,0.022222222222222223,-1.0
black_olive,orange_blossom,0.022222222222222223,-1.0
black_olive,marzapane,0.022222222222222223,-1.0
black_olive,salmon_eggs,0.1111111111111111,-1.0
black_olive,white_meat,0.022222222222222223,-1.0
black_olive,bacon,0.0,-1.0
black_olive,beef,0.0,-1.0
black_olive,pork,0.0,-1.0
black_olive,nutmeg,0.0,-1.0
black_olive,pasta,0.0,-1.0
black_olive,parmesan,0.044444444444444446,-1.0
black_olive,puff_pastry,0.0,-1.0
black_olive,milk,0.0,-1.0
black_olive,schalotte,0.0,-1.0
black_olive,chilli,0.0,-1.0
black_olive,sweet_pepper,0.0,-1.0
black_olive,almond_milk,0.0,-1.0
black_olive,amarena,0.0,-1.0
black_olive,vanilla,0.0,-1.0
black_olive,dried_grapes,0.0,-1.0
black_olive,apple,0.0,-1.0
black_olive,grated_cheese,0.044444444444444446,-1.0
black_olive,raisin,0.0,-1.0
black_olive,five_spices,0.0,-1.0
black_olive,whipped_cream,0.0,-1.0
black_olive,sea_almonds,0.0,-1.0
black_olive,soy_sauce,0.0,-1.0
black_olive,brown_sugar,0.0,-1.0
black_olive,albahaca,0.0,-1.0
black_olive,Jie_Mo,0.0,-1.0
black_olive,mustard,0.0,-1.0
black_olive,honey,0.0,-1.0
black_olive,rabbit,0.0,-1.0
black_olive,white_wine,0.0,-1.0
black_olive,rosemary,0.0,-1.0
black_olive,mushroom,0.0,-1.0
black_olive,rice,0.022222222222222223,-1.0
black_olive,rye_flour,0.022222222222222223,-1.0
black_olive,wheat_flour,0.0,-1.0
black_olive,joghurt,0.0,-1.0
black_olive,concentrated_milk,0.0,-1.0
black_olive,whiskey,0.0,-1.0
black_olive,biscuit,0.0,-1.0
black_olive,hazelnut,0.0,-1.0
black_olive,apricot,0.0,-1.0
black_olive,chocolate,0.0,-1.0
black_olive,anchovy,0.06666666666666667,-1.0
black_olive,tuna,0.044444444444444446,-1.0
black_olive,fish,0.0,-1.0
black_olive,semolina,0.0,-1.0
black_olive,margarine,0.0,-1.0
black_olive,raclette,0.0,-1.0
black_olive,mandarin,0.0,-1.0
black_olive,date,0.0,-1.0
black_olive,aromatic_herbs,0.0,-1.0
black_olive,olive,0.022222222222222223,-1.0
black_olive,cocoa,0.0,-1.0
black_olive,sesame,0.044444444444444446,-1.0
black_olive,flour,0.0,-1.0
black_olive,almond,0.0,-1.0
black_olive,berries,0.0,-1.0
black_olive,whisky,0.0,-1.0
black_olive,macaroni,0.0,-1.0
black_olive,blue_cheese,0.0,-1.0
black_olive,steak,0.0,-1.0
black_olive,veal,0.0,-1.0
black_olive,shallots,0.0,-1.0
black_olive,sherry_vinegar,0.0,-1.0
black_olive,porto,0.0,-1.0
black_olive,sausage,0.0,-1.0
black_olive,rocket,0.0,-1.0
black_olive,bran,0.0,-1.0
black_olive,truffle_oil,0.0,-1.0
black_olive,truffle,0.0,-1.0
black_olive,erva_doce,0.0,-1.0
black_olive,breadcrumbs,0.022222222222222223,-1.0
black_olive,Ying_Su,0.0,-1.0
black_olive,Lian_Ru,0.0,-1.0
black_olive,mozzarella,0.022222222222222223,-1.0
black_olive,cream_cheese,0.0,-1.0
black_olive,pasta_sfoglia,0.0,-1.0
black_olive,spinach,0.044444444444444446,-1.0
black_olive,shells,0.0,-1.0
black_olive,mont_d'or,0.0,-1.0
black_olive,mussel,0.0,-1.0
black_olive,acqua,0.022222222222222223,-1.0
black_olive,green_olive,0.022222222222222223,-1.0
black_olive,ham,0.022222222222222223,-1.0
black_olive,artichoke,0.06666666666666667,-1.0
black_olive,bread,0.0,-1.0
black_olive,pesto,0.0,-1.0
black_olive,sunflower_oil,0.0,-1.0
black_olive,mascarpone,0.0,-1.0
black_olive,ginger,0.0,-1.0
black_olive,coffee,0.0,-1.0
black_olive,broccoli,0.0,-1.0
black_olive,walnut,0.0,-1.0
black_olive,pomegranate,0.0,-1.0
black_olive,aceto_balsamico,0.0,-1.0
black_olive,He_Tao,0.0,-1.0
black_olive,maple_syrup,0.0,-1.0
black_olive,white_bread,0.0,-1.0
black_olive,hard_cheese,0.0,-1.0
black_olive,chili_pepper,0.0,-1.0
black_olive,henne,0.0,-1.0
black_olive,fresa,0.0,-1.0
black_olive,wild_strawberry,0.0,-1.0
black_olive,sour_cream,0.0,-1.0
black_olive,filling,0.044444444444444446,-1.0
black_olive,sheep,0.0,-1.0
black_olive,cornstarch,0.0,-1.0
black_olive,red_cabbage,0.044444444444444446,-1.0
black_olive,balsamic_vinegar,0.044444444444444446,-1.0
black_olive,groundcherry,0.044444444444444446,-1.0
black_olive,lettuce,0.0,-1.0
black_olive,Ning_Ru,0.0,-1.0
black_olive,cabbage,0.0,-1.0
black_olive,pastry,0.0,-1.0
black_olive,ananas,0.044444444444444446,-1.0
black_olive,fennel,0.0,-1.0
black_olive,stockente,0.0,-1.0
black_olive,smoked_paprika,0.0,-1.0
black_olive,goat_cheese,0.0,-1.0
black_olive,pistachio,0.0,-1.0
black_olive,broad_bean,0.0,-1.0
black_olive,ceci,0.0,-1.0
black_olive,cannelle,0.0,-1.0
black_olive,lasagna,0.0,-1.0
black_olive,cauliflower,0.044444444444444446,-1.0
black_olive,mung_bean,0.044444444444444446,-1.0
black_olive,cheddar,0.0,-1.0
black_olive,quince,0.0,-1.0
black_olive,currant,0.0,-1.0
black_olive,eel,0.0,-1.0
black_olive,whole_macaroni,0.0,-1.0
black_olive,salade,0.0,-1.0
black_olive,soft_bread,0.0,-1.0
black_olive,vinaigrette,0.0,-1.0
black_olive,rucola,0.0,-1.0
black_olive,cherry_tomato,0.0,-1.0
black_olive,pate_brisee,0.0,-1.0
black_olive,corn,0.0,-1.0
black_olive,rapsol,0.0,-1.0
black_olive,avocado,0.0,-1.0
black_olive,kidney_bean,0.0,-1.0
black_olive,tortilla,0.0,-1.0
black_olive,sucre_glace,0.0,-1.0
black_olive,canela,0.0,-1.0
black_olive,tbsp,0.0,-1.0
black_olive,tsp,0.0,-1.0
black_olive,chick_pea_flour,0.0,-1.0
black_olive,latte,0.0,-1.0
black_olive,aubergine,0.0,-1.0
black_olive,pickle,0.0,-1.0
black_olive,riso,0.0,-1.0
black_olive,smoker_salmon,0.0,-1.0
black_olive,erbse_gespalten,0.0,-1.0
black_olive,sandwichbrot,0.0,-1.0
black_olive,cucumber,0.0,-1.0
black_olive,speck,0.0,-1.0
black_olive,strawberry,0.0,-1.0
black_olive,cashew,0.0,-1.0
