,FirstIng,FirstCategory,SecondIng,SecondCategory,CommonRec.n,CommonComp.n
526,pepper,spice,pork,meat,0.1,0.008695652173913044
527,pepper,spice,parmesan,dairy,0.1,0.0
528,pepper,spice,puff pastry,,0.1,0.0
529,pepper,spice,milk,dairy,0.1,0.02608695652173913
530,pepper,spice,broad bean,,0.1,0.0
531,pepper,spice,carrot,vegetable,0.1,0.06086956521739131
532,pepper,spice,grated cheese,,0.1,0.0
533,pepper,spice,oregano,herb,0.1,0.0
534,pepper,spice,celery salt,,0.1,0.0
535,pepper,spice,macaroni,cereal/crop,0.1,0.0
536,pepper,spice,blue cheese,dairy,0.1,0.043478260869565216
537,pepper,spice,steak,,0.1,0.0
538,pepper,spice,veal,meat,0.1,0.008695652173913044
539,pepper,spice,erva doce,,0.1,0.0
540,pepper,spice,kohlrabi,vegetable,0.1,0.008695652173913044
541,pepper,spice,cauliflower,vegetable,0.1,0.008695652173913044
542,pepper,spice,soft bread,,0.1,0.0
543,tomato,vegetable,anchova,,0.1,0.0
544,tomato,vegetable,black olive,,0.2,0.0
545,tomato,vegetable,red onion,,0.2,0.0
546,tomato,vegetable,caper,,0.4,0.0
547,tomato,vegetable,anise,spice,0.2,0.05217391304347826
548,tomato,vegetable,cinnamon,spice,0.2,0.1391304347826087
549,tomato,vegetable,green leaves,,0.8,0.0
550,tomato,vegetable,thyme,herb,0.1,0.0782608695652174
551,tomato,vegetable,white pepper,,0.1,0.0
552,tomato,vegetable,lemon,fruit,0.2,0.21739130434782608
553,tomato,vegetable,orange,fruit,0.1,0.40869565217391307
554,tomato,vegetable,fresh cheese,,0.1,0.0
555,tomato,vegetable,rabbit,,0.1,0.0
556,tomato,vegetable,vegetable broth,,0.2,0.0
557,tomato,vegetable,curry,,0.2,0.0
558,tomato,vegetable,turmeric,spice,0.1,0.02608695652173913
559,tomato,vegetable,paprika,,0.1,0.0
560,tomato,vegetable,cumin,spice,0.1,0.043478260869565216
561,tomato,vegetable,chicken,meat,0.4,0.391304347826087
562,tomato,vegetable,potato,vegetable,0.3,0.46956521739130436
563,tomato,vegetable,pea,vegetable,0.2,0.33043478260869563
564,tomato,vegetable,red wine,alcoholic beverage,0.3,0.5391304347826087
565,tomato,vegetable,clove,spice,0.1,0.12173913043478261
566,tomato,vegetable,pizza dough,,0.1,0.0
567,tomato,vegetable,bacon,meat,0.3,0.4260869565217391
568,tomato,vegetable,beef,meat,0.2,0.6260869565217392
569,tomato,vegetable,pork,meat,0.2,0.4260869565217391
570,tomato,vegetable,nutmeg,spice,0.1,0.09565217391304348
571,tomato,vegetable,pasta,,0.1,0.0
572,tomato,vegetable,parmesan,dairy,0.2,0.0
573,tomato,vegetable,puff pastry,,0.2,0.0
574,tomato,vegetable,milk,dairy,0.3,0.3739130434782609
575,tomato,vegetable,schalotte,,0.1,0.0
576,tomato,vegetable,broad bean,,0.1,0.0
577,tomato,vegetable,carrot,vegetable,0.2,0.19130434782608696
578,tomato,vegetable,grated cheese,,0.1,0.0
579,tomato,vegetable,white wine,alcoholic beverage,0.1,0.591304347826087
580,tomato,vegetable,rosemary,herb,0.1,0.06086956521739131
581,tomato,vegetable,mushroom,vegetable,0.1,0.43478260869565216
582,tomato,vegetable,rice,cereal/crop,0.2,0.3652173913043478
583,tomato,vegetable,oregano,herb,0.1,0.0
584,tomato,vegetable,aromatic herbs,,0.1,0.0
585,tomato,vegetable,eggplant,,0.1,0.0
586,tomato,vegetable,celery salt,,0.2,0.0
587,tomato,vegetable,olive,fruit,0.1,0.22608695652173913
588,tomato,vegetable,macaroni,cereal/crop,0.1,0.0
589,tomato,vegetable,blue cheese,dairy,0.1,0.48695652173913045
590,tomato,vegetable,steak,,0.1,0.0
591,tomato,vegetable,veal,meat,0.1,0.2
592,tomato,vegetable,kohlrabi,vegetable,0.1,0.1391304347826087
593,tomato,vegetable,cauliflower,vegetable,0.1,0.11304347826086956
594,tomato,vegetable,soft bread,,0.1,0.0
595,anchova,,black olive,,0.1,0.0
596,anchova,,red onion,,0.1,0.0
597,anchova,,caper,,0.2,0.0
598,anchova,,anise,spice,0.1,0.0
599,anchova,,cinnamon,spice,0.1,0.0
600,anchova,,green leaves,,0.1,0.0
601,anchova,,thyme,herb,0.1,0.0
602,anchova,,white pepper,,0.1,0.0
603,anchova,,lemon,fruit,0.1,0.0
604,anchova,,orange,fruit,0.1,0.0
605,anchova,,fresh cheese,,0.1,0.0
606,anchova,,erva doce,,0.1,0.0
607,black olive,,red onion,,0.3,0.0
608,black olive,,caper,,0.2,0.0
609,black olive,,anise,spice,0.1,0.0
610,black olive,,cinnamon,spice,0.1,0.0
611,black olive,,green leaves,,0.2,0.0
612,black olive,,thyme,herb,0.1,0.0
613,black olive,,white pepper,,0.1,0.0
614,black olive,,lemon,fruit,0.3,0.0
615,black olive,,orange,fruit,0.1,0.0
616,black olive,,fresh cheese,,0.2,0.0
617,black olive,,pizza dough,,0.1,0.0
618,black olive,,icing sugar,,0.1,0.0
619,black olive,,Qing Pi,,0.1,0.0
620,black olive,,salted butter,,0.1,0.0
621,black olive,,orange blossom,,0.1,0.0
622,black olive,,marzapane,,0.1,0.0
623,black olive,,salmon eggs,,0.1,0.0
624,black olive,,white meat,,0.1,0.0
625,black olive,,rice,cereal/crop,0.1,0.0
626,black olive,,anchovy,,0.2,0.0
627,black olive,,tuna,fish/seafood,0.2,0.0
628,red onion,,caper,,0.2,0.0
629,red onion,,anise,spice,0.1,0.0
630,red onion,,cinnamon,spice,0.1,0.0
631,red onion,,green leaves,,0.2,0.0
632,red onion,,thyme,herb,0.1,0.0
633,red onion,,white pepper,,0.1,0.0
634,red onion,,lemon,fruit,0.1,0.0
635,red onion,,orange,fruit,0.1,0.0
636,red onion,,fresh cheese,,0.2,0.0
637,red onion,,pizza dough,,0.1,0.0
638,red onion,,rice,cereal/crop,0.1,0.0
639,red onion,,anchovy,,0.1,0.0
640,red onion,,tuna,fish/seafood,0.1,0.0
641,caper,,anise,spice,0.1,0.0
642,caper,,cinnamon,spice,0.1,0.0
643,caper,,green leaves,,0.3,0.0
644,caper,,thyme,herb,0.1,0.0
645,caper,,white pepper,,0.1,0.0
646,caper,,lemon,fruit,0.2,0.0
647,caper,,orange,fruit,0.1,0.0
648,caper,,fresh cheese,,0.1,0.0
649,caper,,chicken,meat,0.1,0.0
650,caper,,pizza dough,,0.1,0.0
651,caper,,bacon,meat,0.1,0.0
652,caper,,beef,meat,0.1,0.0
653,caper,,pork,meat,0.1,0.0
654,caper,,nutmeg,spice,0.1,0.0
655,caper,,pasta,,0.1,0.0
656,caper,,parmesan,dairy,0.1,0.0
657,caper,,puff pastry,,0.1,0.0
658,caper,,milk,dairy,0.1,0.0
659,caper,,schalotte,,0.1,0.0
660,caper,,eggplant,,0.1,0.0
661,caper,,celery salt,,0.1,0.0
662,caper,,olive,fruit,0.1,0.0
663,caper,,erva doce,,0.1,0.0
664,anise,spice,cinnamon,spice,0.3,0.08695652173913043
665,anise,spice,green leaves,,0.2,0.0
666,anise,spice,thyme,herb,0.1,0.034782608695652174
667,anise,spice,white pepper,,0.1,0.0
668,anise,spice,lemon,fruit,0.3,0.06086956521739131
669,anise,spice,orange,fruit,0.2,0.06956521739130435
670,anise,spice,fresh cheese,,0.1,0.0
671,anise,spice,vegetable broth,,0.1,0.0
672,anise,spice,curry,,0.1,0.0
673,anise,spice,turmeric,spice,0.1,0.017391304347826087
674,anise,spice,paprika,,0.1,0.0
675,anise,spice,cumin,spice,0.1,0.034782608695652174
676,anise,spice,chicken,meat,0.1,0.008695652173913044
677,anise,spice,potato,vegetable,0.1,0.02608695652173913
678,anise,spice,pea,vegetable,0.1,0.008695652173913044
679,anise,spice,red wine,alcoholic beverage,0.1,0.02608695652173913
680,anise,spice,clove,spice,0.4,0.0782608695652174
681,anise,spice,Qing Pi,,0.1,0.0
682,anise,spice,salted butter,,0.1,0.0
683,anise,spice,sugar,,0.1,0.0
684,anise,spice,dried grapes,,0.1,0.0
685,anise,spice,five spices,,0.1,0.0
686,anise,spice,sea almonds,,0.1,0.0
687,anise,spice,soy sauce,plant derivative,0.1,0.0
688,anise,spice,brown sugar,,0.1,0.0
689,anise,spice,albahaca,,0.1,0.0
690,anise,spice,Jie Mo,,0.1,0.0
691,anise,spice,mustard,plant derivative,0.1,0.008695652173913044
692,anise,spice,honey,animal product,0.1,0.017391304347826087
693,anise,spice,semolina,,0.1,0.0
694,anise,spice,margarine,,0.1,0.0
695,anise,spice,raclette,,0.1,0.0
696,anise,spice,mandarin,fruit,0.1,0.05217391304347826
697,anise,spice,sesame,,0.1,0.0
698,cinnamon,spice,green leaves,,0.2,0.0
699,cinnamon,spice,thyme,herb,0.1,0.06086956521739131
700,cinnamon,spice,white pepper,,0.1,0.0
701,cinnamon,spice,lemon,fruit,0.3,0.16521739130434782
702,cinnamon,spice,orange,fruit,0.2,0.1826086956521739
703,cinnamon,spice,fresh cheese,,0.1,0.0
704,cinnamon,spice,vegetable broth,,0.1,0.0
705,cinnamon,spice,curry,,0.1,0.0
706,cinnamon,spice,turmeric,spice,0.1,0.06086956521739131
707,cinnamon,spice,paprika,,0.1,0.0
708,cinnamon,spice,cumin,spice,0.1,0.08695652173913043
709,cinnamon,spice,chicken,meat,0.1,0.043478260869565216
710,cinnamon,spice,potato,vegetable,0.1,0.09565217391304348
711,cinnamon,spice,pea,vegetable,0.1,0.02608695652173913
712,cinnamon,spice,red wine,alcoholic beverage,0.1,0.10434782608695652
713,cinnamon,spice,clove,spice,0.3,0.17391304347826086
714,cinnamon,spice,salted butter,,0.1,0.0
715,cinnamon,spice,sugar,,0.1,0.0
716,cinnamon,spice,apple,fruit,0.1,0.11304347826086956
717,cinnamon,spice,dried grapes,,0.2,0.0
718,cinnamon,spice,grated cheese,,0.1,0.0
719,cinnamon,spice,raisin,fruit,0.1,0.02608695652173913
720,cinnamon,spice,five spices,,0.2,0.0
721,cinnamon,spice,whipped cream,,0.1,0.0
722,cinnamon,spice,sea almonds,,0.2,0.0
723,cinnamon,spice,soy sauce,plant derivative,0.1,0.0
724,cinnamon,spice,brown sugar,,0.1,0.0
725,cinnamon,spice,albahaca,,0.1,0.0
726,cinnamon,spice,Jie Mo,,0.1,0.0
727,cinnamon,spice,mustard,plant derivative,0.1,0.043478260869565216
728,cinnamon,spice,honey,animal product,0.2,0.05217391304347826
729,cinnamon,spice,cocoa,plant derivative,0.1,0.11304347826086956
730,green leaves,,thyme,herb,0.2,0.0
731,green leaves,,white pepper,,0.2,0.0
732,green leaves,,lemon,fruit,0.2,0.0
733,green leaves,,orange,fruit,0.1,0.0
734,green leaves,,fresh cheese,,0.1,0.0
735,green leaves,,rabbit,,0.1,0.0
736,green leaves,,vegetable broth,,0.1,0.0
737,green leaves,,curry,,0.2,0.0
738,green leaves,,turmeric,spice,0.1,0.0
739,green leaves,,paprika,,0.1,0.0
740,green leaves,,cumin,spice,0.1,0.0
741,green leaves,,chicken,meat,0.4,0.0
742,green leaves,,potato,vegetable,0.3,0.0
743,green leaves,,pea,vegetable,0.1,0.0
744,green leaves,,red wine,alcoholic beverage,0.3,0.0
745,green leaves,,clove,spice,0.1,0.0
746,green leaves,,pizza dough,,0.1,0.0
747,green leaves,,bacon,meat,0.2,0.0
748,green leaves,,beef,meat,0.1,0.0
749,green leaves,,pork,meat,0.1,0.0
750,green leaves,,nutmeg,spice,0.1,0.0
751,green leaves,,pasta,,0.1,0.0
752,green leaves,,parmesan,dairy,0.1,0.0
753,green leaves,,puff pastry,,0.1,0.0
754,green leaves,,milk,dairy,0.2,0.0
755,green leaves,,schalotte,,0.1,0.0
756,green leaves,,carrot,vegetable,0.1,0.0
757,green leaves,,grated cheese,,0.1,0.0
758,green leaves,,white wine,alcoholic beverage,0.2,0.0
759,green leaves,,rosemary,herb,0.1,0.0
760,green leaves,,mushroom,vegetable,0.1,0.0
761,green leaves,,rice,cereal/crop,0.2,0.0
762,green leaves,,oregano,herb,0.1,0.0
763,green leaves,,aromatic herbs,,0.1,0.0
764,green leaves,,steak,,0.1,0.0
765,green leaves,,veal,meat,0.1,0.0
766,green leaves,,shallots,,0.1,0.0
767,green leaves,,sherry vinegar,,0.1,0.0
768,green leaves,,porto,,0.1,0.0
769,green leaves,,sausage,,0.1,0.0
770,green leaves,,rocket,,0.1,0.0
771,green leaves,,bran,,0.1,0.0
772,green leaves,,truffle oil,,0.1,0.0
773,green leaves,,truffle,vegetable,0.1,0.0
774,thyme,herb,white pepper,,0.2,0.0
775,thyme,herb,lemon,fruit,0.1,0.09565217391304348
776,thyme,herb,orange,fruit,0.1,0.11304347826086956
777,thyme,herb,fresh cheese,,0.1,0.0
778,thyme,herb,chicken,meat,0.1,0.06086956521739131
779,thyme,herb,potato,vegetable,0.1,0.06956521739130435
780,thyme,herb,white wine,alcoholic beverage,0.1,0.08695652173913043
781,thyme,herb,shallots,,0.1,0.0
782,thyme,herb,sherry vinegar,,0.1,0.0
783,thyme,herb,porto,,0.1,0.0
784,thyme,herb,sausage,,0.1,0.0
785,thyme,herb,rocket,,0.1,0.0
786,thyme,herb,bran,,0.1,0.0
787,thyme,herb,truffle oil,,0.1,0.0
788,thyme,herb,truffle,vegetable,0.1,0.02608695652173913
789,white pepper,,lemon,fruit,0.1,0.0
790,white pepper,,orange,fruit,0.1,0.0
791,white pepper,,fresh cheese,,0.1,0.0
792,white pepper,,chicken,meat,0.1,0.0
793,white pepper,,potato,vegetable,0.1,0.0
794,white pepper,,white wine,alcoholic beverage,0.1,0.0
795,white pepper,,shallots,,0.1,0.0
796,white pepper,,sherry vinegar,,0.1,0.0
797,white pepper,,porto,,0.1,0.0
798,white pepper,,sausage,,0.1,0.0
799,white pepper,,rocket,,0.1,0.0
800,white pepper,,bran,,0.1,0.0
801,white pepper,,truffle oil,,0.1,0.0
802,white pepper,,truffle,vegetable,0.1,0.0
803,lemon,fruit,orange,fruit,0.3,0.6
804,lemon,fruit,fresh cheese,,0.1,0.0
805,lemon,fruit,chicken,meat,0.2,0.1565217391304348
806,lemon,fruit,clove,spice,0.3,0.12173913043478261
807,lemon,fruit,icing sugar,,0.1,0.0
808,lemon,fruit,Qing Pi,,0.2,0.0
809,lemon,fruit,salted butter,,0.2,0.0
810,lemon,fruit,orange blossom,,0.1,0.0
811,lemon,fruit,marzapane,,0.1,0.0
812,lemon,fruit,salmon eggs,,0.1,0.0
813,lemon,fruit,white meat,,0.1,0.0
814,lemon,fruit,bacon,meat,0.1,0.16521739130434782
815,lemon,fruit,beef,meat,0.1,0.21739130434782608
816,lemon,fruit,pork,meat,0.1,0.16521739130434782
817,lemon,fruit,nutmeg,spice,0.1,0.1565217391304348
818,lemon,fruit,pasta,,0.1,0.0
819,lemon,fruit,parmesan,dairy,0.1,0.0
820,lemon,fruit,puff pastry,,0.1,0.0
821,lemon,fruit,milk,dairy,0.1,0.2
822,lemon,fruit,schalotte,,0.1,0.0
823,lemon,fruit,chilli,,0.1,0.0
824,lemon,fruit,carrot,vegetable,0.1,0.13043478260869565
825,lemon,fruit,sweet pepper,,0.1,0.0
826,lemon,fruit,almond milk,,0.2,0.0
827,lemon,fruit,sugar,,0.3,0.0
828,lemon,fruit,amarena,,0.1,0.0
829,lemon,fruit,vanilla,spice,0.2,0.08695652173913043
830,lemon,fruit,apple,fruit,0.2,0.34782608695652173
831,lemon,fruit,dried grapes,,0.1,0.0
832,lemon,fruit,grated cheese,,0.1,0.0
833,lemon,fruit,raisin,fruit,0.2,0.05217391304347826
834,lemon,fruit,five spices,,0.3,0.0
835,lemon,fruit,whipped cream,,0.1,0.0
836,lemon,fruit,sea almonds,,0.1,0.0
837,lemon,fruit,honey,animal product,0.1,0.0782608695652174
838,lemon,fruit,date,fruit,0.1,0.0
839,lemon,fruit,anchovy,,0.1,0.0
840,lemon,fruit,tuna,fish/seafood,0.1,0.13043478260869565
841,lemon,fruit,oregano,herb,0.1,0.0
842,lemon,fruit,fish,fish/seafood,0.1,0.08695652173913043
843,lemon,fruit,semolina,,0.1,0.0
844,lemon,fruit,margarine,,0.1,0.0
845,lemon,fruit,raclette,,0.1,0.0
846,lemon,fruit,mandarin,fruit,0.1,0.48695652173913045
847,lemon,fruit,cocoa,plant derivative,0.1,0.1391304347826087
848,lemon,fruit,sesame,,0.1,0.0
849,orange,fruit,fresh cheese,,0.1,0.0
850,orange,fruit,clove,spice,0.2,0.17391304347826086
851,orange,fruit,sugar,,0.1,0.0
852,orange,fruit,five spices,,0.2,0.0
853,orange,fruit,sea almonds,,0.1,0.0
854,orange,fruit,honey,animal product,0.1,0.1565217391304348
855,orange,fruit,semolina,,0.1,0.0
856,orange,fruit,margarine,,0.1,0.0
857,orange,fruit,raclette,,0.1,0.0
858,orange,fruit,mandarin,fruit,0.1,0.4956521739130435
859,orange,fruit,cocoa,plant derivative,0.1,0.2608695652173913
860,fresh cheese,,rice,cereal/crop,0.1,0.0
861,fresh cheese,,anchovy,,0.1,0.0
862,fresh cheese,,tuna,fish/seafood,0.1,0.0
863,rabbit,,curry,,0.1,0.0
864,rabbit,,carrot,vegetable,0.1,0.0
865,rabbit,,white wine,alcoholic beverage,0.1,0.0
866,rabbit,,rosemary,herb,0.1,0.0
867,rabbit,,mushroom,vegetable,0.1,0.0
868,rabbit,,rice,cereal/crop,0.1,0.0
869,vegetable broth,,curry,,0.1,0.0
870,vegetable broth,,turmeric,spice,0.1,0.0
871,vegetable broth,,paprika,,0.1,0.0
872,vegetable broth,,cumin,spice,0.1,0.0
873,vegetable broth,,chicken,meat,0.1,0.0
874,vegetable broth,,potato,vegetable,0.2,0.0
875,vegetable broth,,pea,vegetable,0.2,0.0
876,vegetable broth,,red wine,alcoholic beverage,0.1,0.0
877,vegetable broth,,clove,spice,0.1,0.0
878,vegetable broth,,broad bean,,0.1,0.0
879,vegetable broth,,carrot,vegetable,0.1,0.0
880,vegetable broth,,celery salt,,0.1,0.0
881,vegetable broth,,kohlrabi,vegetable,0.1,0.0
882,vegetable broth,,cauliflower,vegetable,0.1,0.0
883,vegetable broth,,soft bread,,0.1,0.0
884,curry,,turmeric,spice,0.1,0.0
885,curry,,paprika,,0.1,0.0
886,curry,,cumin,spice,0.1,0.0
887,curry,,chicken,meat,0.1,0.0
888,curry,,potato,vegetable,0.1,0.0
889,curry,,pea,vegetable,0.1,0.0
890,curry,,red wine,alcoholic beverage,0.1,0.0
891,curry,,clove,spice,0.1,0.0
892,curry,,carrot,vegetable,0.1,0.0
893,curry,,white wine,alcoholic beverage,0.1,0.0
894,curry,,rosemary,herb,0.1,0.0
895,curry,,mushroom,vegetable,0.1,0.0
896,curry,,rice,cereal/crop,0.1,0.0
897,turmeric,spice,paprika,,0.1,0.0
898,turmeric,spice,cumin,spice,0.1,0.06086956521739131
899,turmeric,spice,chicken,meat,0.1,0.008695652173913044
900,turmeric,spice,potato,vegetable,0.1,0.017391304347826087
901,turmeric,spice,pea,vegetable,0.1,0.008695652173913044
902,turmeric,spice,red wine,alcoholic beverage,0.1,0.008695652173913044
903,turmeric,spice,clove,spice,0.1,0.043478260869565216
904,paprika,,cumin,spice,0.1,0.0
905,paprika,,chicken,meat,0.1,0.0
906,paprika,,potato,vegetable,0.1,0.0
907,paprika,,pea,vegetable,0.1,0.0
908,paprika,,red wine,alcoholic beverage,0.1,0.0
909,paprika,,clove,spice,0.1,0.0
910,cumin,spice,chicken,meat,0.1,0.008695652173913044
911,cumin,spice,potato,vegetable,0.1,0.02608695652173913
912,cumin,spice,pea,vegetable,0.1,0.017391304347826087
913,cumin,spice,red wine,alcoholic beverage,0.1,0.008695652173913044
914,cumin,spice,clove,spice,0.1,0.06956521739130435
915,chicken,meat,potato,vegetable,0.2,0.4260869565217391
916,chicken,meat,pea,vegetable,0.1,0.2782608695652174
917,chicken,meat,red wine,alcoholic beverage,0.1,0.3739130434782609
918,chicken,meat,clove,spice,0.1,0.06086956521739131
919,chicken,meat,bacon,meat,0.2,0.7304347826086957
920,chicken,meat,beef,meat,0.2,0.8521739130434782
921,chicken,meat,pork,meat,0.2,0.6956521739130435
922,chicken,meat,nutmeg,spice,0.1,0.034782608695652174
923,chicken,meat,pasta,,0.1,0.0
924,chicken,meat,parmesan,dairy,0.2,0.0
925,chicken,meat,puff pastry,,0.2,0.0
926,chicken,meat,milk,dairy,0.3,0.5304347826086957
927,chicken,meat,schalotte,,0.1,0.0
928,chicken,meat,chilli,,0.1,0.0
929,chicken,meat,carrot,vegetable,0.1,0.09565217391304348
930,chicken,meat,white wine,alcoholic beverage,0.1,0.43478260869565216
931,chicken,meat,rice,cereal/crop,0.1,0.4260869565217391
932,chicken,meat,aromatic herbs,,0.1,0.0
933,chicken,meat,macaroni,cereal/crop,0.1,0.034782608695652174
934,chicken,meat,blue cheese,dairy,0.1,0.6
935,chicken,meat,shallots,,0.1,0.0
936,chicken,meat,sherry vinegar,,0.1,0.0
937,chicken,meat,porto,,0.1,0.0
938,chicken,meat,sausage,,0.1,0.0
939,chicken,meat,rocket,,0.1,0.0
940,chicken,meat,bran,,0.1,0.0
941,chicken,meat,truffle oil,,0.1,0.0
942,chicken,meat,truffle,vegetable,0.1,0.10434782608695652
943,potato,vegetable,pea,vegetable,0.2,0.30434782608695654
944,potato,vegetable,red wine,alcoholic beverage,0.2,0.28695652173913044
945,potato,vegetable,clove,spice,0.1,0.10434782608695652
946,potato,vegetable,broad bean,,0.1,0.0
947,potato,vegetable,carrot,vegetable,0.1,0.12173913043478261
948,potato,vegetable,white wine,alcoholic beverage,0.1,0.3739130434782609
949,potato,vegetable,celery salt,,0.1,0.0
950,potato,vegetable,shallots,,0.1,0.0
951,potato,vegetable,sherry vinegar,,0.1,0.0
952,potato,vegetable,porto,,0.1,0.0
953,potato,vegetable,sausage,,0.1,0.0
954,potato,vegetable,rocket,,0.1,0.0
955,potato,vegetable,bran,,0.1,0.0
956,potato,vegetable,truffle oil,,0.1,0.0
957,potato,vegetable,truffle,vegetable,0.1,0.08695652173913043
958,potato,vegetable,kohlrabi,vegetable,0.1,0.1391304347826087
959,potato,vegetable,cauliflower,vegetable,0.1,0.09565217391304348
960,potato,vegetable,soft bread,,0.1,0.0
961,pea,vegetable,red wine,alcoholic beverage,0.1,0.26956521739130435
962,pea,vegetable,clove,spice,0.1,0.05217391304347826
963,pea,vegetable,broad bean,,0.1,0.0
964,pea,vegetable,carrot,vegetable,0.1,0.1391304347826087
965,pea,vegetable,celery salt,,0.1,0.0
966,pea,vegetable,kohlrabi,vegetable,0.1,0.12173913043478261
967,pea,vegetable,cauliflower,vegetable,0.1,0.11304347826086956
968,pea,vegetable,soft bread,,0.1,0.0
969,red wine,alcoholic beverage,clove,spice,0.1,0.13043478260869565
970,red wine,alcoholic beverage,bacon,meat,0.1,0.34782608695652173
971,red wine,alcoholic beverage,grated cheese,,0.1,0.0
972,red wine,alcoholic beverage,oregano,herb,0.1,0.0
973,red wine,alcoholic beverage,steak,,0.1,0.0
974,red wine,alcoholic beverage,veal,meat,0.1,0.19130434782608696
975,clove,spice,Qing Pi,,0.1,0.0
976,clove,spice,salted butter,,0.1,0.0
977,clove,spice,sugar,,0.3,0.0
978,clove,spice,dried grapes,,0.1,0.0
979,clove,spice,five spices,,0.3,0.0
980,clove,spice,sea almonds,,0.2,0.0
981,clove,spice,soy sauce,plant derivative,0.1,0.0
982,clove,spice,brown sugar,,0.1,0.0
983,clove,spice,albahaca,,0.1,0.0
984,clove,spice,Jie Mo,,0.1,0.0
985,clove,spice,mustard,plant derivative,0.1,0.02608695652173913
986,clove,spice,honey,animal product,0.2,0.05217391304347826
987,clove,spice,semolina,,0.1,0.0
988,clove,spice,margarine,,0.1,0.0
989,clove,spice,raclette,,0.1,0.0
990,clove,spice,mandarin,fruit,0.2,0.10434782608695652
991,clove,spice,cocoa,plant derivative,0.2,0.1391304347826087
992,clove,spice,sesame,,0.1,0.0
993,icing sugar,,Qing Pi,,0.1,0.0
994,icing sugar,,salted butter,,0.1,0.0
995,icing sugar,,orange blossom,,0.1,0.0
996,icing sugar,,marzapane,,0.1,0.0
997,icing sugar,,salmon eggs,,0.1,0.0
998,icing sugar,,white meat,,0.1,0.0
999,icing sugar,,concentrated milk,,0.1,0.0
1000,icing sugar,,whiskey,alcoholic beverage,0.1,0.0
1001,icing sugar,,biscuit,,0.1,0.0
1002,icing sugar,,hazelnut,nut/seed/pulse,0.1,0.0
1003,icing sugar,,apricot,fruit,0.1,0.0
1004,icing sugar,,chocolate,,0.1,0.0
1005,Qing Pi,,salted butter,,0.1,0.0
1006,Qing Pi,,orange blossom,,0.1,0.0
1007,Qing Pi,,marzapane,,0.1,0.0
1008,Qing Pi,,salmon eggs,,0.1,0.0
1009,Qing Pi,,white meat,,0.1,0.0
1010,Qing Pi,,almond milk,,0.1,0.0
1011,Qing Pi,,sugar,,0.2,0.0
1012,Qing Pi,,vanilla,spice,0.1,0.0
1013,Qing Pi,,apple,fruit,0.1,0.0
1014,Qing Pi,,rye flour,cereal/crop,0.1,0.0
1015,Qing Pi,,wheat flour,,0.1,0.0
1016,Qing Pi,,joghurt,,0.1,0.0
1017,Qing Pi,,sesame,,0.1,0.0
1018,salted butter,,orange blossom,,0.1,0.0
1019,salted butter,,marzapane,,0.1,0.0
1020,salted butter,,salmon eggs,,0.1,0.0
1021,salted butter,,white meat,,0.1,0.0
1022,salted butter,,sweet pepper,,0.1,0.0
1023,salted butter,,almond milk,,0.1,0.0
1024,salted butter,,sugar,,0.1,0.0
1025,salted butter,,amarena,,0.1,0.0
1026,salted butter,,vanilla,spice,0.1,0.0
1027,salted butter,,dried grapes,,0.1,0.0
1028,salted butter,,sea almonds,,0.1,0.0
1029,salted butter,,soy sauce,plant derivative,0.1,0.0
1030,salted butter,,brown sugar,,0.1,0.0
1031,salted butter,,albahaca,,0.1,0.0
1032,salted butter,,Jie Mo,,0.1,0.0
1033,salted butter,,mustard,plant derivative,0.1,0.0
1034,salted butter,,honey,animal product,0.1,0.0
1035,orange blossom,,marzapane,,0.1,0.0
1036,orange blossom,,salmon eggs,,0.1,0.0
1037,orange blossom,,white meat,,0.1,0.0
1038,marzapane,,salmon eggs,,0.1,0.0
1039,marzapane,,white meat,,0.1,0.0
1040,salmon eggs,,white meat,,0.1,0.0
1041,bacon,meat,beef,meat,0.2,0.8869565217391304
1042,bacon,meat,pork,meat,0.2,1.0
1043,bacon,meat,nutmeg,spice,0.1,0.02608695652173913
1044,bacon,meat,pasta,,0.1,0.0
1045,bacon,meat,parmesan,dairy,0.2,0.0
1046,bacon,meat,puff pastry,,0.2,0.0
1047,bacon,meat,milk,dairy,0.2,0.4782608695652174
1048,bacon,meat,schalotte,,0.1,0.0
1049,bacon,meat,grated cheese,,0.1,0.0
1050,bacon,meat,oregano,herb,0.1,0.0
1051,bacon,meat,macaroni,cereal/crop,0.1,0.034782608695652174
1052,bacon,meat,blue cheese,dairy,0.1,0.5652173913043478
1053,bacon,meat,steak,,0.1,0.0
1054,bacon,meat,veal,meat,0.1,0.41739130434782606
1055,beef,meat,pork,meat,0.2,0.8434782608695652
1056,beef,meat,nutmeg,spice,0.1,0.043478260869565216
1057,beef,meat,pasta,,0.1,0.0
1058,beef,meat,parmesan,dairy,0.2,0.0
1059,beef,meat,puff pastry,,0.2,0.0
1060,beef,meat,milk,dairy,0.2,0.6521739130434783
1061,beef,meat,schalotte,,0.1,0.0
1062,beef,meat,macaroni,cereal/crop,0.1,0.034782608695652174
1063,beef,meat,blue cheese,dairy,0.1,0.7304347826086957
1064,pork,meat,nutmeg,spice,0.1,0.02608695652173913
1065,pork,meat,pasta,,0.1,0.0
1066,pork,meat,parmesan,dairy,0.2,0.0
1067,pork,meat,puff pastry,,0.2,0.0
1068,pork,meat,milk,dairy,0.2,0.4782608695652174
